Time	Device name	Chip Time()	Angle X(°)	Device 2	Angle 2
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.769		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.769		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.681		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-22.121		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.769		
12:16:14 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.747		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.736		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-20.479		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.122		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-15.408		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-12.903		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.97		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-12.025		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.64		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.519		
12:16:15 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.354		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-12.068		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-14.782		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-18.386		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.72		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-24.917		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-27.889		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-31.091		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-33.871		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-36.343		
12:16:16 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.15		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.848		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.155		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-39.001		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.886		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.859		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.776		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.551		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.573		
12:16:17 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.573		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.573		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.584		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.589		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.589		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.589		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.584		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.584		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-38.606		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-37.7		
12:16:18 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-35.239		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-31.729		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-26.96		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-21.467		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-16.293		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-11.728		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-8.185		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-5.131		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	-2.373		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.187		
12:16:19 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.659		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.956		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.56		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.676		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.203		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	2.043		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	2.747		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	2.62		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	2.291		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.84		
12:16:20 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.736		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.818		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.741		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	2.131		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.967		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.945		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.78		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.626		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.445		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.296		
12:16:21 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.093		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.417		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.5		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	1.203		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.906		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.934		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.61		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.549		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.483		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.417		
12:16:22 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.357		
12:16:23 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.297		
12:16:23 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.253		
12:16:23 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.192		
12:16:23 PM	fe:77:90:13:0e:6b	1/1/2015 0:09	0.126		
